id,category,sub_category,question,answer,keywords,ticker,difficulty,source_type,priority,last_updated
QA0581,Market News Interpretation,earnings reports,I'm reading an article referencing segment reporting—what is it?,"Segment reporting is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","earnings_reports,market,wealthscope_education,segment",,advanced,educational,high,2026-04-12
QA0582,Market News Interpretation,analyst ratings,"For context only, what is independent research?","Independent research is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","analyst_ratings,market,wealthscope_education,independent",,beginner,educational,high,2026-04-12
QA0583,Market News Interpretation,earnings reports,Explain 8-K events with no buy or sell language.,"8-k events is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","earnings_reports,market,wealthscope_education,8-K",,intermediate,educational,medium,2026-04-12
QA0584,Market News Interpretation,analyst ratings,What is a concise explanation of rating agency versus equity analyst?,"Rating agency versus equity analyst is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","analyst_ratings,market,wealthscope_education,rating",,advanced,educational,low,2026-04-12
QA0585,Market News Interpretation,earnings reports,How do textbooks usually introduce pre-announcements?,"Pre-announcements is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","earnings_reports,market,wealthscope_education,pre-announcements",,beginner,educational,high,2026-04-12
QA0586,Market News Interpretation,analyst ratings,What is short interest news in one educational paragraph?,"Short interest news is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","analyst_ratings,market,wealthscope_education,short",,intermediate,educational,high,2026-04-12
QA0587,Market News Interpretation,earnings reports,Could you unpack stock split announcements for learning purposes?,"Stock split announcements is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","earnings_reports,market,wealthscope_education,stock",,advanced,educational,low,2026-04-12
QA0588,Market News Interpretation,analyst ratings,What foundational idea does ETF flows news illustrate?,"Etf flows news is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","analyst_ratings,market,wealthscope_education,ETF",,beginner,educational,high,2026-04-12
QA0589,Market News Interpretation,earnings reports,How is macro headwinds in PR measured or discussed in practice?,"Macro headwinds in pr is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","earnings_reports,market,wealthscope_education,macro",,intermediate,educational,medium,2026-04-12
QA0590,Market News Interpretation,analyst ratings,What limitations should I remember about AI sentiment in news?,"Ai sentiment in news is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","analyst_ratings,market,wealthscope_education,AI",,advanced,educational,low,2026-04-12
QA0591,Market News Interpretation,earnings reports,"Is FX headwinds backward-looking, forward-looking, or both?","Fx headwinds is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","earnings_reports,market,wealthscope_education,FX",,beginner,educational,high,2026-04-12
QA0592,Market News Interpretation,analyst ratings,How might rumor versus confirmed show up on a dashboard?,"Rumor versus confirmed is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","analyst_ratings,market,wealthscope_education,rumor",,intermediate,educational,medium,2026-04-12
QA0593,Market News Interpretation,earnings reports,What vocabulary surrounds dividend declaration news?,"Dividend declaration news is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","earnings_reports,market,wealthscope_education,dividend",,advanced,educational,low,2026-04-12
QA0594,Market News Interpretation,analyst ratings,Give a factual sketch of index rebalance news.,"Index rebalance news is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","analyst_ratings,market,wealthscope_education,index",,beginner,educational,high,2026-04-12
QA0595,Market News Interpretation,earnings reports,What is not true about M&A rumor discipline that beginners assume?,"M&a rumor discipline is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","earnings_reports,market,wealthscope_education,M&A",,intermediate,educational,medium,2026-04-12
QA0596,Market News Interpretation,analyst ratings,How does price target changes connect to diversification themes?,"Price target changes is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","analyst_ratings,market,wealthscope_education,price",,advanced,educational,high,2026-04-12
QA0597,Market News Interpretation,earnings reports,How does supply chain mentions connect to valuation themes?,"Supply chain mentions is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","earnings_reports,market,wealthscope_education,supply",,beginner,educational,high,2026-04-12
QA0598,Market News Interpretation,analyst ratings,How does regulatory headline risk connect to macro themes?,"Regulatory headline risk is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","analyst_ratings,market,wealthscope_education,regulatory",,intermediate,educational,medium,2026-04-12
QA0599,Market News Interpretation,earnings reports,What is a sober take on lawsuit headlines?,"Lawsuit headlines is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","earnings_reports,market,wealthscope_education,lawsuit",,advanced,educational,low,2026-04-12
QA0600,Market News Interpretation,analyst ratings,Why is macro data and stocks taught in personal finance courses?,"Macro data and stocks is a standard market concept worth understanding for context. It helps frame how markets price risk and information. Readers should treat any numbers in external articles as snapshots, not forecasts. WealthScope content is informational; it does not tell you to buy or sell anything. This material is general education only and not personalized investment advice.","analyst_ratings,market,wealthscope_education,macro",,beginner,educational,high,2026-04-12
QA0601,WealthScope Platform Help,dashboard navigation,"How do I use WealthScope for dashboard navigation when my focus is dashboard, navigation, wealthscope_ui?","Use the main navigation to move between dashboard modules; layouts may group quotes, watchlists, and shortcuts together. This material is general education only and not personalized investment advice. When two panels show conflicting timestamps, check time-zone settings and whether one stream is consolidated end-of-day versus intraday.","dashboard,navigation,wealthscope_ui",,beginner,platform_help,high,2026-04-12
QA0602,WealthScope Platform Help,quote lookup,"How do I use WealthScope for quote lookup when my focus is quote, lookup, ticker?","Open the symbol search or quote tool, type a ticker, and review the returned snapshot fields as data only. This material is general education only and not personalized investment advice. Enterprise deployments sometimes gate features behind flags; verify whether your tenant has the module enabled before troubleshooting empty states.","quote,lookup,ticker",,beginner,platform_help,high,2026-04-12
QA0603,WealthScope Platform Help,company info,"How do I use WealthScope for company info when my focus is company, profile, fundamentals?","Company profile panels typically show sector, industry, and descriptive text sourced from data vendors; verify critical facts in filings. This material is general education only and not personalized investment advice. For audit trails, note who can export or share views tied to company, because downstream recipients may treat exports as decision-grade by mistake.","company,profile,fundamentals",,intermediate,platform_help,medium,2026-04-12
QA0604,WealthScope Platform Help,news panel,"How do I use WealthScope for news panel when my focus is news, headlines, aggregation?",News lists aggregate headlines from third parties; timestamps and sources help you judge recency and credibility. This material is general education only and not personalized investment advice. Accessibility needs may require keyboard paths and contrast settings; validate against your organization's standards rather than assuming defaults suffice.,"news,headlines,aggregation",,beginner,platform_help,medium,2026-04-12
QA0605,WealthScope Platform Help,session reset,"How do I use WealthScope for session reset when my focus is chat, session, clear?","Clearing a chat session removes local conversation context in the service; it does not change market accounts. This material is general education only and not personalized investment advice. If a tooltip feels vague, cross-check the glossary or API field dictionary so everyone uses the same definition in meetings and tickets.","chat,session,clear",,beginner,platform_help,high,2026-04-12
QA0606,WealthScope Platform Help,platform FAQs,"How do I use WealthScope for platform FAQs when my focus is faq, support, help?","Check the in-app help or FAQ for rate limits, data delays, and supported browsers. This material is general education only and not personalized investment advice. Rate limits and retry policies belong in operator docs; users should see friendly errors rather than raw HTTP codes when a service is busy.","faq,support,help",,beginner,platform_help,low,2026-04-12
QA0607,WealthScope Platform Help,dashboard navigation,"How do I use WealthScope for dashboard navigation when my focus is dashboard, widgets, settings?","Widgets may be collapsible; explore settings if your dashboard supports customization. This material is general education only and not personalized investment advice. Training materials should say explicitly that analytics are illustrative: inputs drive outputs, and garbage-in still produces plausible-looking charts. When integrating chat with analytics, document what context is injected automatically so reviewers can reason about privacy and data minimization.","dashboard,widgets,settings",,intermediate,platform_help,medium,2026-04-12
QA0608,WealthScope Platform Help,quote lookup,"How do I use WealthScope for quote lookup when my focus is symbol, error, validation?","If a symbol is invalid, the service should return an error rather than guessing a match. This material is general education only and not personalized investment advice. When integrating chat with analytics, document what context is injected automatically so reviewers can reason about privacy and data minimization.","symbol,error,validation",,beginner,platform_help,high,2026-04-12
QA0609,WealthScope Platform Help,company info,"How do I use WealthScope for company info when my focus is ratios, definitions, data?","Financial ratios on profile pages are illustrative; compare definitions across data providers. This material is general education only and not personalized investment advice. Incident response playbooks should list which logs prove who viewed sensitive tiles, without encouraging surveillance beyond policy. Mobile layouts may hide secondary actions behind menus; mention that in help text so users do not assume a capability is missing entirely.","ratios,definitions,data",,advanced,platform_help,low,2026-04-12
QA0610,WealthScope Platform Help,news panel,"How do I use WealthScope for news panel when my focus is news, filter, sources?",Filtering by source or date (if available) can reduce noise when many headlines repeat. This material is general education only and not personalized investment advice. Mobile layouts may hide secondary actions behind menus; mention that in help text so users do not assume a capability is missing entirely.,"news,filter,sources",,intermediate,platform_help,medium,2026-04-12
QA0611,WealthScope Platform Help,session reset,"How do I use WealthScope for session reset when my focus is session, privacy, state?","After reset, prior assistant messages are not guaranteed to be recoverable. This material is general education only and not personalized investment advice. Compare vendor methodology PDFs when ESG or risk scores disagree; the difference is often definitional rather than a data bug. Back-testing views are educational sandboxes; spell out that hypothetical history does not include future liquidity or transaction costs unless modeled.","session,privacy,state",,beginner,compliance,medium,2026-04-12
QA0612,WealthScope Platform Help,platform FAQs,"How do I use WealthScope for platform FAQs when my focus is data, delay, vendors?","Data freshness depends on vendor schedules; see documentation for typical delay ranges. This material is general education only and not personalized investment advice. Back-testing views are educational sandboxes; spell out that hypothetical history does not include future liquidity or transaction costs unless modeled. If students share a demo login, reset sessions between cohorts and avoid displaying any real account identifiers in the room.","data,delay,vendors",,intermediate,platform_help,medium,2026-04-12
QA0613,WealthScope Platform Help,dashboard navigation,"How do I use WealthScope for dashboard navigation when my focus is mobile, responsive, ui?","Mobile layouts may reorder cards; functionality should mirror desktop where possible. This material is general education only and not personalized investment advice. If students share a demo login, reset sessions between cohorts and avoid displaying any real account identifiers in the room. Localization can shift wording; keep English source strings aligned with compliance-approved terminology when multiple locales ship.","mobile,responsive,ui",,beginner,platform_help,low,2026-04-12
QA0614,WealthScope Platform Help,quote lookup,"How do I use WealthScope for quote lookup when my focus is extended_hours, quotes?",Extended hours quotes (if shown) may differ from regular session prints. This material is general education only and not personalized investment advice. Localization can shift wording; keep English source strings aligned with compliance-approved terminology when multiple locales ship. Third-party widgets should declare their data sources in-product so users know whether a number is consolidated or single-vendor.,"extended_hours,quotes",,intermediate,platform_help,medium,2026-04-12
QA0615,WealthScope Platform Help,company info,"How do I use WealthScope for company info when my focus is description, truncation?","Long business descriptions may truncate; open the full vendor view if provided. This material is general education only and not personalized investment advice. Third-party widgets should declare their data sources in-product so users know whether a number is consolidated or single-vendor. When news sentiment badges appear, remind readers they are heuristics that can misfire on sarcasm, headlines-only context, or thin coverage.","description,truncation",,beginner,platform_help,low,2026-04-12
QA0616,WealthScope Platform Help,news panel,"How do I use WealthScope for news panel when my focus is headlines, context, critical_reading?","Headlines are not endorsements; read the underlying article for full context. This material is general education only and not personalized investment advice. When news sentiment badges appear, remind readers they are heuristics that can misfire on sarcasm, headlines-only context, or thin coverage. Portfolio uploads deserve checksum or row-count confirmation so partial parses do not silently drop lines and skew risk statistics.","headlines,context,critical_reading",,beginner,compliance,high,2026-04-12
QA0617,WealthScope Platform Help,session reset,"How do I use WealthScope for session reset when my focus is session, shared_device?",Use reset before sharing a device with another user to avoid showing prior chat. This material is general education only and not personalized investment advice. Portfolio uploads deserve checksum or row-count confirmation so partial parses do not silently drop lines and skew risk statistics. Risk tiles compress many drivers; pair any single score with the underlying breakdown so stakeholders do not overfit to color coding alone.,"session,shared_device",,beginner,compliance,high,2026-04-12
QA0618,WealthScope Platform Help,platform FAQs,"How do I use WealthScope for platform FAQs when my focus is export, terms, licensing?",Export features (if any) may not include real-time data licensing; check terms. This material is general education only and not personalized investment advice. Risk tiles compress many drivers; pair any single score with the underlying breakdown so stakeholders do not overfit to color coding alone.,"export,terms,licensing",,advanced,compliance,low,2026-04-12
QA0619,WealthScope Platform Help,dashboard navigation,"How do I use WealthScope for dashboard navigation when my focus is shortcuts, accessibility?","Keyboard shortcuts (if documented) can speed navigation for power users. This material is general education only and not personalized investment advice. Chat refusals are part of safety design; log them as product signals, not user fault, when tuning prompts and retrieval snippets. Regulatory posture varies by region; your compliance team should interpret generic product copy in light of local marketing and advice rules.","shortcuts,accessibility",,intermediate,platform_help,low,2026-04-12
QA0620,WealthScope Platform Help,quote lookup,"How do I use WealthScope for quote lookup when my focus is currency, units, global?",Currency and unit labels on quotes should be confirmed before comparing global names. This material is general education only and not personalized investment advice. Regulatory posture varies by region; your compliance team should interpret generic product copy in light of local marketing and advice rules.,"currency,units,global",,intermediate,platform_help,medium,2026-04-12
QA0621,WealthScope Platform Help,company info,"How do I use WealthScope for company info when my focus is esg, methodology?","ESG labels (if shown) depend on provider methodology disclosures. This material is general education only and not personalized investment advice. Internal runbooks often map esg and methodology to specific owners, so confirm who approves changes before you train end users on the flow. If on-screen labels differ from your vendor contract, treat the contract and exchange rulebook as authoritative for licensing and delay disclosures.","esg,methodology",,advanced,platform_help,low,2026-04-12
QA0622,WealthScope Platform Help,news panel,"How do I use WealthScope for news panel when my focus is sentiment, heuristic?","Sentiment badges (if any) are heuristic, not factual guarantees. This material is general education only and not personalized investment advice. If on-screen labels differ from your vendor contract, treat the contract and exchange rulebook as authoritative for licensing and delay disclosures. Screenshots and short screen recordings age quickly; pair them with version numbers or release notes when you document news panel for your team.","sentiment,heuristic",,intermediate,risk_guidance,medium,2026-04-12
QA0623,WealthScope Platform Help,session reset,"How do I use WealthScope for session reset when my focus is api, session_id?",API clients should treat session IDs as opaque strings managed by the backend. This material is general education only and not personalized investment advice. Screenshots and short screen recordings age quickly; pair them with version numbers or release notes when you document session reset for your team.,"api,session_id",,advanced,platform_help,low,2026-04-12
QA0624,WealthScope Platform Help,platform FAQs,"How do I use WealthScope for platform FAQs when my focus is security, authentication?","Two-factor authentication policies follow your deployment settings. This material is general education only and not personalized investment advice. When two panels show conflicting timestamps, check time-zone settings and whether one stream is consolidated end-of-day versus intraday. Enterprise deployments sometimes gate features behind flags; verify whether your tenant has the module enabled before troubleshooting empty states.","security,authentication",,intermediate,compliance,medium,2026-04-12
QA0625,WealthScope Platform Help,dashboard navigation,"How do I use WealthScope for dashboard navigation when my focus is empty_state, filters?","Empty states usually mean no data loaded yet or filters are too strict. This material is general education only and not personalized investment advice. Enterprise deployments sometimes gate features behind flags; verify whether your tenant has the module enabled before troubleshooting empty states. For audit trails, note who can export or share views tied to empty state, because downstream recipients may treat exports as decision-grade by mistake.","empty_state,filters",,beginner,platform_help,medium,2026-04-12
QA0626,WealthScope Platform Help,quote lookup,"How do I use WealthScope for quote lookup when my focus is benchmark, relative_performance?","Benchmark comparison tiles (if present) show relative performance, not causation. This material is general education only and not personalized investment advice. For audit trails, note who can export or share views tied to benchmark, because downstream recipients may treat exports as decision-grade by mistake. Accessibility needs may require keyboard paths and contrast settings; validate against your organization's standards rather than assuming defaults suffice.","benchmark,relative_performance",,intermediate,finance_concept,low,2026-04-12
QA0627,WealthScope Platform Help,company info,"How do I use WealthScope for company info when my focus is insider, transactions?","Insider transaction feeds (if present) require careful interpretation and filings review. This material is general education only and not personalized investment advice. Accessibility needs may require keyboard paths and contrast settings; validate against your organization's standards rather than assuming defaults suffice. If a tooltip feels vague, cross-check the glossary or API field dictionary so everyone uses the same definition in meetings and tickets.","insider,transactions",,advanced,risk_guidance,low,2026-04-12
QA0628,WealthScope Platform Help,news panel,"How do I use WealthScope for news panel when my focus is duplicates, wires?","Duplicate headlines across sources often reflect wire redistribution. This material is general education only and not personalized investment advice. If a tooltip feels vague, cross-check the glossary or API field dictionary so everyone uses the same definition in meetings and tickets. Rate limits and retry policies belong in operator docs; users should see friendly errors rather than raw HTTP codes when a service is busy.","duplicates,wires",,beginner,platform_help,low,2026-04-12
QA0629,WealthScope Platform Help,session reset,"How do I use WealthScope for session reset when my focus is logs, audit?",Clearing sessions does not delete server logs required for security auditing. This material is general education only and not personalized investment advice. Rate limits and retry policies belong in operator docs; users should see friendly errors rather than raw HTTP codes when a service is busy.,"logs,audit",,advanced,compliance,low,2026-04-12
QA0630,WealthScope Platform Help,platform FAQs,"How do I use WealthScope for platform FAQs when my focus is support, billing?","Contact support paths are listed in the help center for billing and access issues. This material is general education only and not personalized investment advice. Training materials should say explicitly that analytics are illustrative: inputs drive outputs, and garbage-in still produces plausible-looking charts. When integrating chat with analytics, document what context is injected automatically so reviewers can reason about privacy and data minimization.","support,billing",,beginner,platform_help,medium,2026-04-12
QA0631,WealthScope Platform Help,dashboard navigation,"How do I use WealthScope for dashboard navigation when my focus is rbac, permissions?","Role-based access (if enabled) may hide modules for some users. This material is general education only and not personalized investment advice. When integrating chat with analytics, document what context is injected automatically so reviewers can reason about privacy and data minimization. Incident response playbooks should list which logs prove who viewed sensitive tiles, without encouraging surveillance beyond policy.","rbac,permissions",,advanced,compliance,medium,2026-04-12
QA0632,WealthScope Platform Help,quote lookup,How do I use WealthScope for quote lookup when my focus is corporate_actions?,"Corporate action notices may appear near quote details; verify dates in official notices. This material is general education only and not personalized investment advice. Incident response playbooks should list which logs prove who viewed sensitive tiles, without encouraging surveillance beyond policy. Mobile layouts may hide secondary actions behind menus; mention that in help text so users do not assume a capability is missing entirely.",corporate_actions,,intermediate,platform_help,medium,2026-04-12
QA0633,WealthScope Platform Help,company info,"How do I use WealthScope for company info when my focus is peers, universe?",Peer comparison tables use predefined universes; they may omit relevant competitors. This material is general education only and not personalized investment advice. Mobile layouts may hide secondary actions behind menus; mention that in help text so users do not assume a capability is missing entirely.,"peers,universe",,intermediate,finance_concept,low,2026-04-12
QA0634,WealthScope Platform Help,news panel,"How do I use WealthScope for news panel when my focus is news, region?",Geographic filters (if available) help focus on regional coverage. This material is general education only and not personalized investment advice. Compare vendor methodology PDFs when ESG or risk scores disagree; the difference is often definitional rather than a data bug. Back-testing views are educational sandboxes; spell out that hypothetical history does not include future liquidity or transaction costs unless modeled.,"news,region",,beginner,platform_help,low,2026-04-12
QA0635,WealthScope Platform Help,session reset,"How do I use WealthScope for session reset when my focus is demo, session?","Educational demos should reset sessions between audience groups. This material is general education only and not personalized investment advice. Back-testing views are educational sandboxes; spell out that hypothetical history does not include future liquidity or transaction costs unless modeled. If students share a demo login, reset sessions between cohorts and avoid displaying any real account identifiers in the room.","demo,session",,intermediate,platform_help,low,2026-04-12
QA0636,WealthScope Platform Help,platform FAQs,"How do I use WealthScope for platform FAQs when my focus is status, maintenance?","Planned maintenance windows should be posted on a status page when operated by your team. This material is general education only and not personalized investment advice. If students share a demo login, reset sessions between cohorts and avoid displaying any real account identifiers in the room.","status,maintenance",,beginner,platform_help,medium,2026-04-12
QA0637,WealthScope Platform Help,dashboard navigation,"How do I use WealthScope for dashboard navigation when my focus is breadcrumbs, settings?",Breadcrumbs (if shown) clarify where you are in nested settings. This material is general education only and not personalized investment advice. Localization can shift wording; keep English source strings aligned with compliance-approved terminology when multiple locales ship. Third-party widgets should declare their data sources in-product so users know whether a number is consolidated or single-vendor.,"breadcrumbs,settings",,beginner,platform_help,low,2026-04-12
QA0638,WealthScope Platform Help,quote lookup,"How do I use WealthScope for quote lookup when my focus is delay, exchange_rules?","Some fields may be delayed per exchange rules; disclaimers should state delay minutes. This material is general education only and not personalized investment advice. Third-party widgets should declare their data sources in-product so users know whether a number is consolidated or single-vendor. When news sentiment badges appear, remind readers they are heuristics that can misfire on sarcasm, headlines-only context, or thin coverage.","delay,exchange_rules",,intermediate,compliance,high,2026-04-12
QA0639,WealthScope Platform Help,company info,"How do I use WealthScope for company info when my focus is splits, dividends, history?","Splits and dividends history tables are convenient but should be reconciled with the transfer agent view for tax planning with a professional. This material is general education only and not personalized investment advice. When news sentiment badges appear, remind readers they are heuristics that can misfire on sarcasm, headlines-only context, or thin coverage.","splits,dividends,history",,advanced,compliance,medium,2026-04-12
QA0640,WealthScope Platform Help,news panel,"How do I use WealthScope for news panel when my focus is thumbnails, verification?",Image thumbnails may not reflect article accuracy; read text. This material is general education only and not personalized investment advice. Portfolio uploads deserve checksum or row-count confirmation so partial parses do not silently drop lines and skew risk statistics. Risk tiles compress many drivers; pair any single score with the underlying breakdown so stakeholders do not overfit to color coding alone.,"thumbnails,verification",,beginner,compliance,low,2026-04-12
QA0641,WealthScope Portfolio Features,holdings management,"How does WealthScope's holdings management feature work when my focus is holdings, edit, weights?",Add or edit holdings to mirror a paper portfolio; weights should sum sensibly for analytics. This material is general education only and not personalized investment advice. Risk tiles compress many drivers; pair any single score with the underlying breakdown so stakeholders do not overfit to color coding alone.,"holdings,edit,weights",,beginner,platform_help,high,2026-04-12
QA0642,WealthScope Portfolio Features,portfolio upload,"How does WealthScope's portfolio upload feature work when my focus is csv, upload, template?","If CSV upload exists, follow the template columns for symbol and quantity or weight. This material is general education only and not personalized investment advice. Chat refusals are part of safety design; log them as product signals, not user fault, when tuning prompts and retrieval snippets.","csv,upload,template",,intermediate,platform_help,medium,2026-04-12
QA0643,WealthScope Portfolio Features,portfolio summary,"How does WealthScope's portfolio summary feature work when my focus is summary, aggregation?",Summary cards may show aggregate beta or allocation; these are estimates from inputs you supplied. This material is general education only and not personalized investment advice. Regulatory posture varies by region; your compliance team should interpret generic product copy in light of local marketing and advice rules.,"summary,aggregation",,beginner,platform_help,high,2026-04-12
QA0644,WealthScope Portfolio Features,holdings management,"How does WealthScope's holdings management feature work when my focus is holdings, delete, paper?","Deleting a line removes it from analytics but not from real brokerage accounts. This material is general education only and not personalized investment advice. Internal runbooks often map holdings and delete to specific owners, so confirm who approves changes before you train end users on the flow.","holdings,delete,paper",,beginner,compliance,high,2026-04-12
QA0645,WealthScope Portfolio Features,portfolio upload,"How does WealthScope's portfolio upload feature work when my focus is validation, tickers?","Validate tickers after upload to catch typos that skew analytics. This material is general education only and not personalized investment advice. If on-screen labels differ from your vendor contract, treat the contract and exchange rulebook as authoritative for licensing and delay disclosures. Screenshots and short screen recordings age quickly; pair them with version numbers or release notes when you document portfolio upload for your team.","validation,tickers",,beginner,platform_help,medium,2026-04-12
QA0646,WealthScope Portfolio Features,portfolio summary,"How does WealthScope's portfolio summary feature work when my focus is returns, methodology?","Time-weighted versus money-weighted returns (if shown) answer different questions. This material is general education only and not personalized investment advice. Screenshots and short screen recordings age quickly; pair them with version numbers or release notes when you document portfolio summary for your team. When two panels show conflicting timestamps, check time-zone settings and whether one stream is consolidated end-of-day versus intraday.","returns,methodology",,advanced,finance_concept,low,2026-04-12
QA0647,WealthScope Portfolio Features,holdings management,"How does WealthScope's holdings management feature work when my focus is cash, allocation?","Cash lines (if supported) affect risk statistics versus an all-equity book. This material is general education only and not personalized investment advice. When two panels show conflicting timestamps, check time-zone settings and whether one stream is consolidated end-of-day versus intraday. Enterprise deployments sometimes gate features behind flags; verify whether your tenant has the module enabled before troubleshooting empty states.","cash,allocation",,intermediate,finance_concept,medium,2026-04-12
QA0648,WealthScope Portfolio Features,portfolio upload,"How does WealthScope's portfolio upload feature work when my focus is upload, limits?","Large files may be rejected; split uploads if documented. This material is general education only and not personalized investment advice. Enterprise deployments sometimes gate features behind flags; verify whether your tenant has the module enabled before troubleshooting empty states. For audit trails, note who can export or share views tied to upload, because downstream recipients may treat exports as decision-grade by mistake.","upload,limits",,intermediate,platform_help,low,2026-04-12
QA0649,WealthScope Portfolio Features,portfolio summary,"How does WealthScope's portfolio summary feature work when my focus is benchmark, relative?","Benchmark selection changes relative performance charts. This material is general education only and not personalized investment advice. For audit trails, note who can export or share views tied to benchmark, because downstream recipients may treat exports as decision-grade by mistake. Accessibility needs may require keyboard paths and contrast settings; validate against your organization's standards rather than assuming defaults suffice.","benchmark,relative",,intermediate,finance_concept,medium,2026-04-12
QA0650,WealthScope Portfolio Features,holdings management,"How does WealthScope's holdings management feature work when my focus is duplicates, data_quality?","Duplicate symbols should be merged to avoid double counting. This material is general education only and not personalized investment advice. Accessibility needs may require keyboard paths and contrast settings; validate against your organization's standards rather than assuming defaults suffice. If a tooltip feels vague, cross-check the glossary or API field dictionary so everyone uses the same definition in meetings and tickets.","duplicates,data_quality",,beginner,platform_help,medium,2026-04-12
QA0651,WealthScope Portfolio Features,portfolio upload,"How does WealthScope's portfolio upload feature work when my focus is tls, privacy?","Privacy: uploaded files should be transmitted over TLS. This material is general education only and not personalized investment advice. If a tooltip feels vague, cross-check the glossary or API field dictionary so everyone uses the same definition in meetings and tickets. Rate limits and retry policies belong in operator docs; users should see friendly errors rather than raw HTTP codes when a service is busy.","tls,privacy",,intermediate,compliance,high,2026-04-12
QA0652,WealthScope Portfolio Features,portfolio summary,"How does WealthScope's portfolio summary feature work when my focus is export, adviser?",Export portfolio view (if any) for offline review with a professional. This material is general education only and not personalized investment advice. Rate limits and retry policies belong in operator docs; users should see friendly errors rather than raw HTTP codes when a service is busy.,"export,adviser",,intermediate,compliance,medium,2026-04-12
QA0653,WealthScope Portfolio Features,holdings management,How does WealthScope's holdings management feature work when my focus is tax_lots?,"Lot-level detail (if supported) improves tax lot analytics but adds complexity. This material is general education only and not personalized investment advice. Training materials should say explicitly that analytics are illustrative: inputs drive outputs, and garbage-in still produces plausible-looking charts. When integrating chat with analytics, document what context is injected automatically so reviewers can reason about privacy and data minimization.",tax_lots,,advanced,finance_concept,low,2026-04-12
